Date,Recorded at,Scheduled for,Amount,Activity,Pending,Raw description,Description,Category folder,Category,Street address,City,State,Zip,Latitude,Longitude,Memo
2018/10/04,,,-10.50,Signature purchase,false,SQ *LYON STREET CAFE,Lyon Street Cafe,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/10/04,,,-5.00,Signature purchase,false,"CITY OF GRAND RAPIDS,MI",City Parking Ramp,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/10/04,,,-5.50,Signature purchase,false,SQ *LYON STREET CAFE,Lyon Street Cafe,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/10/04,,,-5.50,Signature purchase,false,SQ *LYON STREET CAFE,Lyon Street Cafe,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/10/04,,,-6.22,Signature purchase,false,MCDONALD'S M6183 OF MI,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/10/04,,,-500.00,Bill payment,false,Payment to Debt,Payment to Debt,Financial,Money Transfers,,,,,,,
2018/10/03,,,-50.87,Signature purchase,false,Amazon.com,Amazon,Personal,Other Personal,,,,,,,
2018/10/03,,,-17.78,Signature purchase,false,SQ *LITTLEBIRD,The Littlebird Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/10/03,,,-0.99,Signature purchase,false,PARKMOBILE REGIS,Parkmobile Registration,Transportation,Parking & Tolls,,Atlanta,GA,30309,33.79406,-84.38525,
2018/10/03,,,-1.52,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/10/03,,,-1.90,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/10/03,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NU,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/10/03,,,-3.65,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/10/03,,,-3.65,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/10/03,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NU,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/10/03,,,-24.78,Pin purchase,false,MEIJER INC 158 1997 EAST,Meijer,Food & Drink,Groceries,,Grand Rapids,MI,"",42.96695,-85.62612,
2018/10/03,,,-6.89,Signature purchase,false,STARBUCKS STORE 02661,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/10/02,,,-21.96,Signature purchase,false,Long Road Distillers,Long Road Distillery,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/10/02,,,-5.00,Pin purchase,false,GOOGLE *GSUITE_thingstead,Gsuite_Thingstead,Business,Business Services,,Mountain View,CA,"",37.29119,-121.89304,
2018/10/02,,,-20.00,Signature purchase,false,PAYIT  *GR PARKING,City Parking Meter,Transportation,Parking & Tolls,,Kansas City,MO,64108,39.08455,-94.58296,
2018/10/02,,,-5.29,Signature purchase,false,THE BITTER END COFFEE H,The Bitter End,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/10/02,,,-2.15,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/10/02,,,-21.45,Signature purchase,false,"SQ *FIELD & FIRE CAFE,",Field & Fire Cafe,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/10/02,,,-19.99,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/10/01,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NU,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/10/01,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NU,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/10/01,,,-3.65,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/10/01,,,-1.20,Signature purchase,false,CMSVEND*MULDERS,Vending,Food & Drink,Restaurants,,Grand Rapids,MI,49507,42.93308,-85.65435,
2018/10/01,,,-45.00,Signature purchase,false,SPECTRUM HEALTH KIOSK,Spectrum Health,Health & Medical,Doctor,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/10/01,,,-54.00,Signature purchase,false,YMCA OF GREATER GRAND,Ymca of Greater Grand,Sports & Fitness,Memberships,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/10/01,,,-32.70,Signature purchase,false,CELEBRATION CINE,Celebration Cinema,Culture,Movies,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/10/01,,,-94.00,ACH,false,DEBIT FOR  PAYPAL           INST XFER   CO REF- ONLINEDOLL1,Ana,Financial,Money Transfers,,,,,,,
2018/10/01,,,-11.29,Signature purchase,false,MCDONALD'S M2657 OF MI,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/09/30,,,-6.71,Signature purchase,false,LUCYS CAFE,Lucys Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/09/30,,,-35.00,Pin purchase,false,GOOGLE *YouTube TV,YouTube TV,Technology,Online Services,,Mountain View,CA,"",37.29119,-121.89304,
2018/09/30,,,-18.12,Signature purchase,false,LUCYS CAFE,Lucys Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/09/29,,,-6.00,Signature purchase,false,"SQ *ROWSTER COFFEE, INC",Rowster Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/29,,,0.01,Interest credit,false,IOD INTEREST PAID,Interest Credit,Income,Interest,,,,,,,
2018/09/28,,,-6.00,Signature purchase,false,THE MEANWHILE BAR,Bar Taco,Food & Drink,Restaurants,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/09/28,,,-1.40,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/28,,,-1.65,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/28,,,-5.75,Signature purchase,false,SQ *THE SPARROWS,The Sparrows,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/09/28,,,-1.65,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/28,,,-3.15,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/28,,,-5.75,Signature purchase,false,SQ *THE SPARROWS,The Sparrows,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/09/28,,,-5.75,Signature purchase,false,SQ *THE SPARROWS,The Sparrows,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/09/28,,,-3.15,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/27,,,-8.75,Signature purchase,false,"CITY OF GRAND RAPIDS,MI",City Parking Ramp,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/27,,,-5.62,Signature purchase,false,SQ *LANTERN COFFEE BAR,Lantern Coffee Bar,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/27,,,-25.08,Signature purchase,false,STELLAS LOUNGE,Stellas Lounge,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/27,,,-1.49,Signature purchase,false,PLAYSTATION NETWORK,Sony PlayStation Store,Culture,Games,,,,,,,
2018/09/27,,,-39.99,Signature purchase,false,PLAYSTATION NETWORK,Sony PlayStation Store,Culture,Games,,,,,,,
2018/09/27,,,-2.15,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/27,,,-1.15,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/27,,,-6.00,Signature purchase,false,"SQ *ROWSTER COFFEE, INC",Rowster Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/27,,,-6.00,Signature purchase,false,"SQ *ROWSTER COFFEE, INC",Rowster Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/27,,,-6.66,Signature purchase,false,MCDONALD'S F6362,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/27,,,500.00,Bill payment,false,Returned payment from Bill Williams,Returned payment from Bill Williams,Uncategorized,Unknown,,,,,,,
2018/09/27,,,-5.85,ACH,false,DEBIT FOR  ACORNS INVESTING TRANSFER    CO REF- GHDQS6,Acorns Investing Transfer,Investment,Stocks & Mutual Funds,,,,,,,
2018/09/26,,,-12.00,Signature purchase,false,"CITY OF GRAND RAPIDS,MI",City Parking Ramp,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/26,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/26,,,-5.25,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/26,,,-12.48,Signature purchase,false,SUNDANCE GRILL,Sundance Grill,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/26,,,-10.45,ACH,false,DEBIT FOR  ACORNS INVESTING TRANSFER    CO REF- 17PDS6,Acorns Investing Transfer,Investment,Stocks & Mutual Funds,,,,,,,
2018/09/26,,,-55.00,ACH,false,DEBIT FOR  VENMO            PAYMENT     CO REF- 1367938368,Venmo Payment,Utilities,Water & Sewer,,,,,,,
2018/09/26,,,-53.10,ACH,false,DEBIT FOR  VENMO            PAYMENT     CO REF- 1367938525,Venmo Payment,Utilities,Electricity,,,,,,,
2018/09/25,,,-1.76,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/25,,,-6.30,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/09/25,,,-6.30,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/09/25,,,-2.15,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/25,,,-25.41,Pin purchase,false,MEIJER # 158 1997 EAST BE,Meijer,Food & Drink,Groceries,,Grand Rapids,MI,"",42.96695,-85.62612,
2018/09/25,,,-45.00,Signature purchase,false,SPECTRUM HEALTH KIOSK,Spectrum Health,Health & Medical,Doctor,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/25,,,-7.53,Signature purchase,false,STARBUCKS STORE 02661,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/09/25,,,-7.66,ACH,false,DEBIT FOR  ACORNS INVESTING TRANSFER    CO REF- 3CJMR6,Acorns Investing Transfer,Investment,Stocks & Mutual Funds,,,,,,,
2018/09/24,,,-19.99,Signature purchase,false,PLAYSTATION NETWORK,Sony PlayStation Store,Culture,Games,,,,,,,
2018/09/24,,,-29.99,Signature purchase,false,PLAYSTATION NETWORK,Sony PlayStation Store,Culture,Games,,,,,,,
2018/09/24,,,-15.00,Signature purchase,false,"CITY OF GRAND RAPIDS,MI",City Parking Ramp,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/24,,,-5.02,Signature purchase,false,SQ *ELECTRIC HERO GRAND,Electric Hero,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/24,,,-17.05,Signature purchase,false,SQ *ELECTRIC HERO GRAND,Electric Hero,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/24,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/24,,,-1.02,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/24,,,-13.92,Signature purchase,false,THE BITTER END COFFEE H,The Bitter End,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/24,,,-200.00,Bill payment,false,Payment to Auto Insurance,Payment to Auto Insurance,Transportation,Auto Insurance,,,,,,,
2018/09/24,,,-62.00,ACH,false,DEBIT FOR  ACORNS INVESTING TRANSFER    CO REF- T2JJR6,Acorns Investing Transfer,Investment,Stocks & Mutual Funds,,,,,,,
2018/09/23,,,-37.58,Signature purchase,false,LUCYS CAFE,Lucys Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/09/23,,,-13.99,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/09/22,,,-43.92,Signature purchase,false,Long Road Distillers,Long Road Distillery,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/22,,,-6.00,Signature purchase,false,"SQ *ROWSTER COFFEE, INC",Rowster Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/22,,,-36.50,Pin purchase,false,SPEEDWAY 02285 LEO,Speedway,Transportation,Gas,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/22,,,-79.95,Signature purchase,false,ACT*EVENT REGISTRATION,Event Registration,Sports & Fitness,Camping,,,,,,,
2018/09/22,,,-20.20,Signature purchase,false,"SQ *FIELD & FIRE CAFE,",Field & Fire Cafe,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/22,,,-25.00,Signature purchase,false,AM YOGA,Am Yoga,Sports & Fitness,Memberships,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/21,,,-43.00,Signature purchase,false,SPORT & SOCIAL CLUB,Sport & Social Club,Sports & Fitness,Memberships,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/09/21,,,-6.08,Signature purchase,false,THE BITTER END COFFEE H,The Bitter End,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/21,,,-5.49,Signature purchase,false,MCDONALD'S F6362,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/21,,,-6.00,Signature purchase,false,"SQ *ROWSTER COFFEE, INC",Rowster Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/21,,,-2.15,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/21,,,-6.00,Signature purchase,false,"SQ *ROWSTER COFFEE, INC",Rowster Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/21,,,-2.15,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/21,,,-8.50,Signature purchase,false,"SQ *ROWSTER COFFEE, INC",Rowster Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/21,,,-500.00,Bill payment,false,Payment to Debt,Payment to Debt,Financial,Money Transfers,,,,,,,
2018/09/21,,,-11.01,ACH,false,DEBIT FOR  ACORNS INVESTING TRANSFER    CO REF- 351WQ6,Acorns Investing Transfer,Investment,Stocks & Mutual Funds,,,,,,,
2018/09/21,,,-8.00,ACH,false,DEBIT FOR  ACORNS INVESTING TRANSFER    CO REF- V0ZGQ6,Acorns Investing Transfer,Investment,Stocks & Mutual Funds,,,,,,,
2018/09/21,,,-208.80,ACH,false,DEBIT FOR  GREAT LAKES      STUDENT LN  CO REF- 0000,Great Lakes Student Loans,Education,Student Loans,,,,,,,
2018/09/21,,,1961.42,ACH,false,CREDIT FOR SPECTRUM HEALTH  PR PAYMENT  CO REF- 0001-000142628,Spectrum Health,Income,Paycheck,,,,,,,
2018/09/21,,,-7.50,Signature purchase,false,"CITY OF GRAND RAPIDS,MI",City Parking Ramp,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/21,,,-6.00,Signature purchase,false,THE BOB,The Bob,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/21,,,59.99,Signature credit,false,Blizzard Entertainment,Blizzard Entertainment,Uncategorized,Unknown,,,,,,,
2018/09/21,,,-18.77,Signature purchase,false,BIG O CAFE,Big O' Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/20,,,-6.61,Signature purchase,false,THE BITTER END COFFEE H,The Bitter End,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/20,,,-15.60,Signature purchase,false,THE BITTER END COFFEE H,The Bitter End,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/20,,,-8.99,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/09/19,,,-12.00,Signature purchase,false,THE BOB,The Bob,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/19,,,-3.24,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/19,,,-3.65,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/19,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/19,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/19,,,-9.00,Signature purchase,false,Subway Restaurant,Subway Restaurant,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/19,,,-3.65,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/19,,,-11.00,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/19,,,-3.65,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/19,,,0.69,Signature credit,false,GOOGLE *Pay,Pay,Uncategorized,Unknown,,,,,,,
2018/09/18,,,-15.99,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/09/18,,,-19.49,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/09/18,,,-20.37,Signature purchase,false,HOPCAT BELTLINE,Hopcat Beltline,Food & Drink,Restaurants,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/09/18,,,-45.00,Signature purchase,false,SPECTRUM HEALTH KIOSK,Spectrum Health,Health & Medical,Doctor,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/18,,,-4.02,Signature purchase,false,STARBUCKS STORE 02661,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/09/18,,,-7.15,Signature purchase,false,SQ *LANTERN COFFEE BAR,Lantern Coffee Bar,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/18,,,-3.50,Signature purchase,false,"CITY OF GRAND RAPIDS,M",City Parking Ramp,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/18,,,-11.99,Signature purchase,false,HLU*Hulu 64220107-U,Hulu,Technology,Online Services,,,,,,,
2018/09/17,,,-6.00,Signature purchase,false,"SQ *ROWSTER COFFEE, INC",Rowster Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/17,,,-4.00,Signature purchase,false,"SQ *ROWSTER COFFEE, INC",Rowster Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/17,,,-5.49,Signature purchase,false,MCDONALD'S F6362,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/17,,,-16.25,Signature purchase,false,"CITY OF GRAND RAPIDS,MI",City Parking Ramp,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/17,,,-5.75,Signature purchase,false,SQ *MADCAP MONROE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/17,,,-11.13,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/17,,,-20.00,ACH,false,DEBIT FOR  ACORNS INVESTING TRANSFER    CO REF- 0YYHP6,Acorns Investing Transfer,Investment,Stocks & Mutual Funds,,,,,,,
2018/09/17,,,-59.99,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3756663735,Chase,Financial,Credit Card Payment,,,,,,,
2018/09/16,,,-59.99,Signature purchase,false,Blizzard Entertainment,Blizzard Entertainment,Culture,Games,,,,,,,
2018/09/16,,,-8.00,Signature purchase,false,NEST LABS,Nest Labs,Technology,Online Services,,Palo Alto,CA,94304,37.39782,-122.16605,
2018/09/16,,,-9.99,Signature purchase,false,GOOGLE *Google Music,Google Music,Technology,Online Services,,,,,,,
2018/09/15,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NU,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/15,,,-0.69,Signature purchase,false,GOOGLE *Pay,Pay,Financial,Money Transfers,,,,,,,
2018/09/15,,,-8.25,Signature purchase,false,SQ *FERRIS COFFEE & NU,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/09/15,,,-100.41,Pin purchase,false,GOOGLE *PROJECT FI,GoogleFi,Utilities,Phone,,Mountain View,CA,"",37.29119,-121.89304,
2018/09/15,,,-53.30,Pin purchase,false,SHELL Service Station,Shell,Transportation,Gas,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/09/14,,,-14.89,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/09/14,,,83.43,Protected account transfer,false,Protected Goal Account Transfer,Protected Goal Account Transfer,Financial,Money Transfers,,,,,,,
2018/09/14,,,-6.30,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/09/14,,,-2.15,Signature purchase,false,City of Grand Rapids Pr,City Parking Ramp,Transportation,Parking & Tolls,,,,,,,
2018/09/14,,,-1.99,Pin purchase,false,GOOGLE *Google Storage,Google Storage,Technology,Online Services,,Mountain View,CA,"",37.29119,-121.89304,
2018/09/14,,,-4.85,Signature purchase,false,MCDONALD'S M6183 OF MI,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/09/14,,,-40.00,Signature purchase,false,Blizzard Entertainment,Blizzard Entertainment,Culture,Games,,,,,,,Call of Duty: Black Ops 4 (Upgrade)
